destination,passanger,weather,temperature,time,map,coupon,expiration,gender,age,maritalStatus,Childrennumber,education,occupation,income,car,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ5min,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp,Y
Home,Alone,Rainy,55,10PM,BCA1,Coffee House,2h,Female,26,Single,0,Bachelors degree,Office & Administrative Support,$12500 - $24999,NA,less1,less1,less1,less1,less1,1,0,0,1,0,0
Home,Alone,Snowy,30,10PM,BAC2,Coffee House,2h,Female,26,Single,0,Bachelors degree,Office & Administrative Support,$12500 - $24999,NA,less1,less1,less1,less1,less1,1,1,0,0,1,0
Home,Alone,Snowy,30,10PM,CBA1,Carry out & Take away,1d,Female,26,Single,0,Bachelors degree,Office & Administrative Support,$12500 - $24999,NA,less1,less1,less1,less1,less1,1,1,1,0,1,1
Home,Alone,Sunny,80,6PM,BCA1,Restaurant(20-50),1d,Female,26,Single,0,Bachelors degree,Office & Administrative Support,$12500 - $24999,NA,less1,less1,less1,less1,less1,1,0,0,1,0,0
Home,Alone,Sunny,80,10PM,BAC1,Restaurant(20-50),1d,Female,26,Single,0,Bachelors degree,Office & Administrative Support,$12500 - $24999,NA,less1,less1,less1,less1,less1,1,0,0,0,1,0
Work,Alone,Rainy,55,7AM,BCA1,Restaurant(<20),2h,Female,26,Single,0,Bachelors degree,Office & Administrative Support,$12500 - $24999,NA,less1,less1,less1,less1,less1,1,0,0,1,0,1
Work,Alone,Rainy,55,7AM,BAC1,Carry out & Take away,1d,Female,26,Single,0,Bachelors degree,Office & Administrative Support,$12500 - $24999,NA,less1,less1,less1,less1,less1,1,0,0,0,1,0
Work,Alone,Snowy,30,7AM,BCA1,Coffee House,1d,Female,26,Single,0,Bachelors degree,Office & Administrative Support,$12500 - $24999,NA,less1,less1,less1,less1,less1,1,0,0,1,0,0
Work,Alone,Snowy,30,7AM,BAC2,Restaurant(<20),1d,Female,26,Single,0,Bachelors degree,Office & Administrative Support,$12500 - $24999,NA,less1,less1,less1,less1,less1,1,1,0,0,1,0
Work,Alone,Snowy,30,7AM,CBA2,Bar,1d,Female,26,Single,0,Bachelors degree,Office & Administrative Support,$12500 - $24999,NA,less1,less1,less1,less1,less1,1,1,1,0,1,0
Work,Alone,Sunny,80,7AM,BCA1,Restaurant(20-50),2h,Female,26,Single,0,Bachelors degree,Office & Administrative Support,$12500 - $24999,NA,less1,less1,less1,less1,less1,1,0,0,1,0,1
No Urgent Place,Kid(s),Sunny,30,10PM,NAC1,Restaurant(20-50),2h,Female,41,Married partner,1,Associates degree,Unemployed,$62500 - $74999,NA,less1,less1,less1,less1,less1,1,0,0,0,1,0
No Urgent Place,Kid(s),Snowy,30,6PM,NAC1,Bar,1d,Female,41,Married partner,1,Associates degree,Unemployed,$62500 - $74999,NA,less1,less1,less1,less1,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,6PM,NAC1,Restaurant(<20),2h,Female,41,Married partner,1,Associates degree,Unemployed,$62500 - $74999,NA,less1,less1,less1,less1,less1,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,10PM,NAC2,Bar,1d,Female,41,Married partner,1,Associates degree,Unemployed,$62500 - $74999,NA,less1,less1,less1,less1,less1,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,55,10PM,NAC2,Bar,2h,Female,41,Married partner,1,Associates degree,Unemployed,$62500 - $74999,NA,less1,less1,less1,less1,less1,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,30,10AM,NAC1,Carry out & Take away,2h,Female,41,Married partner,1,Associates degree,Unemployed,$62500 - $74999,NA,less1,less1,less1,less1,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Snowy,30,2PM,NAC1,Restaurant(<20),1d,Female,41,Married partner,1,Associates degree,Unemployed,$62500 - $74999,NA,less1,less1,less1,less1,less1,1,0,0,0,1,1
No Urgent Place,Alone,Rainy,55,10AM,NAC2,Bar,1d,Female,41,Married partner,1,Associates degree,Unemployed,$62500 - $74999,NA,less1,less1,less1,less1,less1,1,1,0,0,1,1
No Urgent Place,Alone,Sunny,80,10AM,NAC1,Restaurant(<20),2h,Female,41,Married partner,1,Associates degree,Unemployed,$62500 - $74999,NA,less1,less1,less1,less1,less1,1,0,0,0,1,0
No Urgent Place,Kid(s),Sunny,55,6PM,NAC2,Restaurant(<20),2h,Female,41,Married partner,1,Associates degree,Unemployed,$62500 - $74999,NA,less1,less1,less1,less1,less1,1,1,0,0,1,1
Home,Kid(s),Sunny,55,10PM,BCA2,Restaurant(20-50),1d,Female,41,Married partner,1,Associates degree,Unemployed,$62500 - $74999,NA,less1,less1,less1,less1,less1,1,1,0,1,0,0
Home,Kid(s),Sunny,55,10PM,BAC2,Restaurant(20-50),2h,Female,41,Married partner,1,Associates degree,Unemployed,$62500 - $74999,NA,less1,less1,less1,less1,less1,1,1,0,0,1,0
Home,Partner,Sunny,30,10PM,CBA1,Bar,2h,Female,41,Married partner,1,Associates degree,Unemployed,$62500 - $74999,NA,less1,less1,less1,less1,less1,1,1,1,0,1,0
Home,Alone,Sunny,80,6PM,BCA2,Carry out & Take away,2h,Female,41,Married partner,1,Associates degree,Unemployed,$62500 - $74999,NA,less1,less1,less1,less1,less1,1,1,0,1,0,1
Home,Alone,Sunny,30,6PM,BAC1,Carry out & Take away,1d,Female,41,Married partner,1,Associates degree,Unemployed,$62500 - $74999,NA,less1,less1,less1,less1,less1,1,0,0,0,1,1
Home,Alone,Rainy,55,10PM,BCA1,Coffee House,2h,Female,41,Married partner,1,Associates degree,Unemployed,$62500 - $74999,NA,less1,less1,less1,less1,less1,1,0,0,1,0,0
Home,Alone,Snowy,30,10PM,BAC2,Coffee House,2h,Female,41,Married partner,1,Associates degree,Unemployed,$62500 - $74999,NA,less1,less1,less1,less1,less1,1,1,0,0,1,0
Home,Alone,Sunny,80,6PM,BCA1,Restaurant(20-50),1d,Female,41,Married partner,1,Associates degree,Unemployed,$62500 - $74999,NA,less1,less1,less1,less1,less1,1,0,0,1,0,0
Work,Alone,Rainy,55,7AM,BAC1,Carry out & Take away,1d,Female,41,Married partner,1,Associates degree,Unemployed,$62500 - $74999,NA,less1,less1,less1,less1,less1,1,0,0,0,1,1
Work,Alone,Snowy,30,7AM,BCA1,Coffee House,1d,Female,41,Married partner,1,Associates degree,Unemployed,$62500 - $74999,NA,less1,less1,less1,less1,less1,1,0,0,1,0,1
Work,Alone,Snowy,30,7AM,CBA2,Bar,1d,Female,41,Married partner,1,Associates degree,Unemployed,$62500 - $74999,NA,less1,less1,less1,less1,less1,1,1,1,0,1,1
Work,Alone,Sunny,80,7AM,BCA1,Restaurant(20-50),2h,Female,41,Married partner,1,Associates degree,Unemployed,$62500 - $74999,NA,less1,less1,less1,less1,less1,1,0,0,1,0,0
No Urgent Place,Kid(s),Sunny,30,10PM,NAC1,Restaurant(20-50),2h,Male,36,Married partner,1,Associates degree,Computer & Mathematical,$100000 or More,NA,never,less1,4~8,1~3,less1,1,0,0,0,1,0
No Urgent Place,Kid(s),Snowy,30,6PM,NAC1,Bar,1d,Male,36,Married partner,1,Associates degree,Computer & Mathematical,$100000 or More,NA,never,less1,4~8,1~3,less1,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,6PM,NAC1,Restaurant(<20),2h,Male,36,Married partner,1,Associates degree,Computer & Mathematical,$100000 or More,NA,never,less1,4~8,1~3,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10PM,NAC2,Bar,1d,Male,36,Married partner,1,Associates degree,Computer & Mathematical,$100000 or More,NA,never,less1,4~8,1~3,less1,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,55,10PM,NAC2,Bar,2h,Male,36,Married partner,1,Associates degree,Computer & Mathematical,$100000 or More,NA,never,less1,4~8,1~3,less1,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,30,10AM,NAC1,Carry out & Take away,2h,Male,36,Married partner,1,Associates degree,Computer & Mathematical,$100000 or More,NA,never,less1,4~8,1~3,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Snowy,30,2PM,NAC1,Restaurant(<20),1d,Male,36,Married partner,1,Associates degree,Computer & Mathematical,$100000 or More,NA,never,less1,4~8,1~3,less1,1,0,0,0,1,1
No Urgent Place,Alone,Rainy,55,10AM,NAC2,Bar,1d,Male,36,Married partner,1,Associates degree,Computer & Mathematical,$100000 or More,NA,never,less1,4~8,1~3,less1,1,1,0,0,1,0
No Urgent Place,Alone,Sunny,80,10AM,NAC1,Restaurant(<20),2h,Male,36,Married partner,1,Associates degree,Computer & Mathematical,$100000 or More,NA,never,less1,4~8,1~3,less1,1,0,0,0,1,0
No Urgent Place,Kid(s),Sunny,55,6PM,NAC2,Restaurant(<20),2h,Male,36,Married partner,1,Associates degree,Computer & Mathematical,$100000 or More,NA,never,less1,4~8,1~3,less1,1,1,0,0,1,1
Home,Kid(s),Sunny,55,10PM,BCA2,Restaurant(20-50),1d,Male,36,Married partner,1,Associates degree,Computer & Mathematical,$100000 or More,NA,never,less1,4~8,1~3,less1,1,1,0,1,0,1
Home,Kid(s),Sunny,55,10PM,BAC2,Restaurant(20-50),2h,Male,36,Married partner,1,Associates degree,Computer & Mathematical,$100000 or More,NA,never,less1,4~8,1~3,less1,1,1,0,0,1,0
Home,Partner,Sunny,30,10PM,CBA1,Bar,2h,Male,36,Married partner,1,Associates degree,Computer & Mathematical,$100000 or More,NA,never,less1,4~8,1~3,less1,1,1,1,0,1,0
Home,Alone,Sunny,80,6PM,BCA2,Carry out & Take away,2h,Male,36,Married partner,1,Associates degree,Computer & Mathematical,$100000 or More,NA,never,less1,4~8,1~3,less1,1,1,0,1,0,1
Home,Alone,Sunny,30,6PM,BAC1,Carry out & Take away,1d,Male,36,Married partner,1,Associates degree,Computer & Mathematical,$100000 or More,NA,never,less1,4~8,1~3,less1,1,0,0,0,1,1
Home,Alone,Rainy,55,10PM,BCA1,Coffee House,2h,Male,36,Married partner,1,Associates degree,Computer & Mathematical,$100000 or More,NA,never,less1,4~8,1~3,less1,1,0,0,1,0,1
Home,Alone,Snowy,30,10PM,BAC2,Coffee House,2h,Male,36,Married partner,1,Associates degree,Computer & Mathematical,$100000 or More,NA,never,less1,4~8,1~3,less1,1,1,0,0,1,1
Home,Alone,Sunny,80,6PM,BCA1,Restaurant(20-50),1d,Male,36,Married partner,1,Associates degree,Computer & Mathematical,$100000 or More,NA,never,less1,4~8,1~3,less1,1,0,0,1,0,1
Work,Alone,Rainy,55,7AM,BAC1,Carry out & Take away,1d,Male,36,Married partner,1,Associates degree,Computer & Mathematical,$100000 or More,NA,never,less1,4~8,1~3,less1,1,0,0,0,1,1
Work,Alone,Snowy,30,7AM,BCA1,Coffee House,1d,Male,36,Married partner,1,Associates degree,Computer & Mathematical,$100000 or More,NA,never,less1,4~8,1~3,less1,1,0,0,1,0,1
Work,Alone,Snowy,30,7AM,CBA2,Bar,1d,Male,36,Married partner,1,Associates degree,Computer & Mathematical,$100000 or More,NA,never,less1,4~8,1~3,less1,1,1,1,0,1,0
Work,Alone,Sunny,80,7AM,BCA1,Restaurant(20-50),2h,Male,36,Married partner,1,Associates degree,Computer & Mathematical,$100000 or More,NA,never,less1,4~8,1~3,less1,1,0,0,1,0,0
No Urgent Place,Friend(s),Sunny,80,6PM,NAC1,Restaurant(<20),2h,Female,50plus,Widowed,1,Associates degree,Healthcare Support,$12500 - $24999,NA,less1,less1,4~8,1~3,less1,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,10PM,NAC2,Bar,1d,Female,50plus,Widowed,1,Associates degree,Healthcare Support,$12500 - $24999,NA,less1,less1,4~8,1~3,less1,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,55,10PM,NAC2,Bar,2h,Female,50plus,Widowed,1,Associates degree,Healthcare Support,$12500 - $24999,NA,less1,less1,4~8,1~3,less1,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,30,10AM,NAC1,Carry out & Take away,2h,Female,50plus,Widowed,1,Associates degree,Healthcare Support,$12500 - $24999,NA,less1,less1,4~8,1~3,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Snowy,30,2PM,NAC1,Restaurant(<20),1d,Female,50plus,Widowed,1,Associates degree,Healthcare Support,$12500 - $24999,NA,less1,less1,4~8,1~3,less1,1,0,0,0,1,1
No Urgent Place,Alone,Rainy,55,10AM,NAC2,Bar,1d,Female,50plus,Widowed,1,Associates degree,Healthcare Support,$12500 - $24999,NA,less1,less1,4~8,1~3,less1,1,1,0,0,1,0
No Urgent Place,Alone,Sunny,80,10AM,NAC1,Restaurant(<20),2h,Female,50plus,Widowed,1,Associates degree,Healthcare Support,$12500 - $24999,NA,less1,less1,4~8,1~3,less1,1,0,0,0,1,0
No Urgent Place,Partner,Sunny,30,10AM,NAC1,Restaurant(20-50),1d,Female,50plus,Widowed,1,Associates degree,Healthcare Support,$12500 - $24999,NA,less1,less1,4~8,1~3,less1,1,0,0,0,1,0
No Urgent Place,Partner,Rainy,55,6PM,NAC2,Bar,2h,Female,50plus,Widowed,1,Associates degree,Healthcare Support,$12500 - $24999,NA,less1,less1,4~8,1~3,less1,1,1,0,0,1,0
No Urgent Place,Partner,Snowy,30,10AM,NAC1,Restaurant(<20),1d,Female,50plus,Widowed,1,Associates degree,Healthcare Support,$12500 - $24999,NA,less1,less1,4~8,1~3,less1,1,0,0,0,1,0
Home,Alone,Sunny,80,6PM,BCA2,Carry out & Take away,2h,Female,50plus,Widowed,1,Associates degree,Healthcare Support,$12500 - $24999,NA,less1,less1,4~8,1~3,less1,1,1,0,1,0,1
Home,Alone,Sunny,30,6PM,BAC1,Carry out & Take away,1d,Female,50plus,Widowed,1,Associates degree,Healthcare Support,$12500 - $24999,NA,less1,less1,4~8,1~3,less1,1,0,0,0,1,1
Home,Alone,Rainy,55,10PM,BCA1,Coffee House,2h,Female,50plus,Widowed,1,Associates degree,Healthcare Support,$12500 - $24999,NA,less1,less1,4~8,1~3,less1,1,0,0,1,0,0
Home,Alone,Snowy,30,10PM,BAC2,Coffee House,2h,Female,50plus,Widowed,1,Associates degree,Healthcare Support,$12500 - $24999,NA,less1,less1,4~8,1~3,less1,1,1,0,0,1,1
Home,Alone,Sunny,80,6PM,BCA1,Restaurant(20-50),1d,Female,50plus,Widowed,1,Associates degree,Healthcare Support,$12500 - $24999,NA,less1,less1,4~8,1~3,less1,1,0,0,1,0,0
Home,Partner,Sunny,30,6PM,CBA1,Restaurant(<20),1d,Female,50plus,Widowed,1,Associates degree,Healthcare Support,$12500 - $24999,NA,less1,less1,4~8,1~3,less1,1,1,1,0,1,1
Home,Partner,Sunny,30,10PM,BCA2,Restaurant(<20),2h,Female,50plus,Widowed,1,Associates degree,Healthcare Support,$12500 - $24999,NA,less1,less1,4~8,1~3,less1,1,1,0,1,0,0
Home,Partner,Rainy,55,6PM,BCA1,Carry out & Take away,1d,Female,50plus,Widowed,1,Associates degree,Healthcare Support,$12500 - $24999,NA,less1,less1,4~8,1~3,less1,1,0,0,1,0,1
Work,Alone,Rainy,55,7AM,BAC1,Carry out & Take away,1d,Female,50plus,Widowed,1,Associates degree,Healthcare Support,$12500 - $24999,NA,less1,less1,4~8,1~3,less1,1,0,0,0,1,1
Work,Alone,Snowy,30,7AM,BCA1,Coffee House,1d,Female,50plus,Widowed,1,Associates degree,Healthcare Support,$12500 - $24999,NA,less1,less1,4~8,1~3,less1,1,0,0,1,0,1
Work,Alone,Snowy,30,7AM,CBA2,Bar,1d,Female,50plus,Widowed,1,Associates degree,Healthcare Support,$12500 - $24999,NA,less1,less1,4~8,1~3,less1,1,1,1,0,1,0
Work,Alone,Sunny,80,7AM,BCA1,Restaurant(20-50),2h,Female,50plus,Widowed,1,Associates degree,Healthcare Support,$12500 - $24999,NA,less1,less1,4~8,1~3,less1,1,0,0,1,0,0
No Urgent Place,Friend(s),Sunny,80,6PM,NAC1,Restaurant(<20),2h,Male,26,Unmarried partner,0,Graduate degree (Masters Doctorate etc.),Healthcare Practitioners & Technical,$25000 - $37499,NA,less1,,1~3,never,never,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,10PM,NAC2,Bar,1d,Male,26,Unmarried partner,0,Graduate degree (Masters Doctorate etc.),Healthcare Practitioners & Technical,$25000 - $37499,NA,less1,,1~3,never,never,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,55,10PM,NAC2,Bar,2h,Male,26,Unmarried partner,0,Graduate degree (Masters Doctorate etc.),Healthcare Practitioners & Technical,$25000 - $37499,NA,less1,,1~3,never,never,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,30,10AM,NAC1,Carry out & Take away,2h,Male,26,Unmarried partner,0,Graduate degree (Masters Doctorate etc.),Healthcare Practitioners & Technical,$25000 - $37499,NA,less1,,1~3,never,never,1,0,0,0,1,0
No Urgent Place,Friend(s),Snowy,30,2PM,NAC1,Restaurant(<20),1d,Male,26,Unmarried partner,0,Graduate degree (Masters Doctorate etc.),Healthcare Practitioners & Technical,$25000 - $37499,NA,less1,,1~3,never,never,1,0,0,0,1,0
No Urgent Place,Alone,Rainy,55,10AM,NAC2,Bar,1d,Male,26,Unmarried partner,0,Graduate degree (Masters Doctorate etc.),Healthcare Practitioners & Technical,$25000 - $37499,NA,less1,,1~3,never,never,1,1,0,0,1,0
No Urgent Place,Alone,Sunny,80,10AM,NAC1,Restaurant(<20),2h,Male,26,Unmarried partner,0,Graduate degree (Masters Doctorate etc.),Healthcare Practitioners & Technical,$25000 - $37499,NA,less1,,1~3,never,never,1,0,0,0,1,0
No Urgent Place,Partner,Sunny,30,10AM,NAC1,Restaurant(20-50),1d,Male,26,Unmarried partner,0,Graduate degree (Masters Doctorate etc.),Healthcare Practitioners & Technical,$25000 - $37499,NA,less1,,1~3,never,never,1,0,0,0,1,0
No Urgent Place,Partner,Rainy,55,6PM,NAC2,Bar,2h,Male,26,Unmarried partner,0,Graduate degree (Masters Doctorate etc.),Healthcare Practitioners & Technical,$25000 - $37499,NA,less1,,1~3,never,never,1,1,0,0,1,0
No Urgent Place,Partner,Snowy,30,10AM,NAC1,Restaurant(<20),1d,Male,26,Unmarried partner,0,Graduate degree (Masters Doctorate etc.),Healthcare Practitioners & Technical,$25000 - $37499,NA,less1,,1~3,never,never,1,0,0,0,1,0
Home,Alone,Sunny,80,6PM,BCA2,Carry out & Take away,2h,Male,26,Unmarried partner,0,Graduate degree (Masters Doctorate etc.),Healthcare Practitioners & Technical,$25000 - $37499,NA,less1,,1~3,never,never,1,1,0,1,0,1
Home,Alone,Sunny,30,6PM,BAC1,Carry out & Take away,1d,Male,26,Unmarried partner,0,Graduate degree (Masters Doctorate etc.),Healthcare Practitioners & Technical,$25000 - $37499,NA,less1,,1~3,never,never,1,0,0,0,1,1
Home,Alone,Rainy,55,10PM,BCA1,Coffee House,2h,Male,26,Unmarried partner,0,Graduate degree (Masters Doctorate etc.),Healthcare Practitioners & Technical,$25000 - $37499,NA,less1,,1~3,never,never,1,0,0,1,0,0
Home,Alone,Snowy,30,10PM,BAC2,Coffee House,2h,Male,26,Unmarried partner,0,Graduate degree (Masters Doctorate etc.),Healthcare Practitioners & Technical,$25000 - $37499,NA,less1,,1~3,never,never,1,1,0,0,1,0
Home,Alone,Sunny,80,6PM,BCA1,Restaurant(20-50),1d,Male,26,Unmarried partner,0,Graduate degree (Masters Doctorate etc.),Healthcare Practitioners & Technical,$25000 - $37499,NA,less1,,1~3,never,never,1,0,0,1,0,0
Home,Partner,Sunny,30,6PM,CBA1,Restaurant(<20),1d,Male,26,Unmarried partner,0,Graduate degree (Masters Doctorate etc.),Healthcare Practitioners & Technical,$25000 - $37499,NA,less1,,1~3,never,never,1,1,1,0,1,0
Home,Partner,Sunny,30,10PM,BCA2,Restaurant(<20),2h,Male,26,Unmarried partner,0,Graduate degree (Masters Doctorate etc.),Healthcare Practitioners & Technical,$25000 - $37499,NA,less1,,1~3,never,never,1,1,0,1,0,0
Home,Partner,Rainy,55,6PM,BCA1,Carry out & Take away,1d,Male,26,Unmarried partner,0,Graduate degree (Masters Doctorate etc.),Healthcare Practitioners & Technical,$25000 - $37499,NA,less1,,1~3,never,never,1,0,0,1,0,1
Work,Alone,Rainy,55,7AM,BAC1,Carry out & Take away,1d,Male,26,Unmarried partner,0,Graduate degree (Masters Doctorate etc.),Healthcare Practitioners & Technical,$25000 - $37499,NA,less1,,1~3,never,never,1,0,0,0,1,0
Work,Alone,Snowy,30,7AM,BCA1,Coffee House,1d,Male,26,Unmarried partner,0,Graduate degree (Masters Doctorate etc.),Healthcare Practitioners & Technical,$25000 - $37499,NA,less1,,1~3,never,never,1,0,0,1,0,1
Work,Alone,Snowy,30,7AM,CBA2,Bar,1d,Male,26,Unmarried partner,0,Graduate degree (Masters Doctorate etc.),Healthcare Practitioners & Technical,$25000 - $37499,NA,less1,,1~3,never,never,1,1,1,0,1,0
Work,Alone,Sunny,80,7AM,BCA1,Restaurant(20-50),2h,Male,26,Unmarried partner,0,Graduate degree (Masters Doctorate etc.),Healthcare Practitioners & Technical,$25000 - $37499,NA,less1,,1~3,never,never,1,0,0,1,0,0
No Urgent Place,Kid(s),Sunny,30,10PM,NAC1,Restaurant(20-50),2h,Female,21,Married partner,1,Some college; no degree,Sales & Related,$25000 - $37499,NA,less1,1~3,4~8,1~3,never,1,0,0,0,1,0
No Urgent Place,Kid(s),Snowy,30,6PM,NAC1,Bar,1d,Female,21,Married partner,1,Some college; no degree,Sales & Related,$25000 - $37499,NA,less1,1~3,4~8,1~3,never,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,6PM,NAC1,Restaurant(<20),2h,Female,21,Married partner,1,Some college; no degree,Sales & Related,$25000 - $37499,NA,less1,1~3,4~8,1~3,never,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,10PM,NAC2,Bar,1d,Female,21,Married partner,1,Some college; no degree,Sales & Related,$25000 - $37499,NA,less1,1~3,4~8,1~3,never,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,55,10PM,NAC2,Bar,2h,Female,21,Married partner,1,Some college; no degree,Sales & Related,$25000 - $37499,NA,less1,1~3,4~8,1~3,never,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,30,10AM,NAC1,Carry out & Take away,2h,Female,21,Married partner,1,Some college; no degree,Sales & Related,$25000 - $37499,NA,less1,1~3,4~8,1~3,never,1,0,0,0,1,0
No Urgent Place,Friend(s),Snowy,30,2PM,NAC1,Restaurant(<20),1d,Female,21,Married partner,1,Some college; no degree,Sales & Related,$25000 - $37499,NA,less1,1~3,4~8,1~3,never,1,0,0,0,1,1
No Urgent Place,Alone,Rainy,55,10AM,NAC2,Bar,1d,Female,21,Married partner,1,Some college; no degree,Sales & Related,$25000 - $37499,NA,less1,1~3,4~8,1~3,never,1,1,0,0,1,0
No Urgent Place,Alone,Sunny,80,10AM,NAC1,Restaurant(<20),2h,Female,21,Married partner,1,Some college; no degree,Sales & Related,$25000 - $37499,NA,less1,1~3,4~8,1~3,never,1,0,0,0,1,1
No Urgent Place,Kid(s),Sunny,55,6PM,NAC2,Restaurant(<20),2h,Female,21,Married partner,1,Some college; no degree,Sales & Related,$25000 - $37499,NA,less1,1~3,4~8,1~3,never,1,1,0,0,1,0
Home,Kid(s),Sunny,55,10PM,BCA2,Restaurant(20-50),1d,Female,21,Married partner,1,Some college; no degree,Sales & Related,$25000 - $37499,NA,less1,1~3,4~8,1~3,never,1,1,0,1,0,1
Home,Kid(s),Sunny,55,10PM,BAC2,Restaurant(20-50),2h,Female,21,Married partner,1,Some college; no degree,Sales & Related,$25000 - $37499,NA,less1,1~3,4~8,1~3,never,1,1,0,0,1,0
Home,Partner,Sunny,30,10PM,CBA1,Bar,2h,Female,21,Married partner,1,Some college; no degree,Sales & Related,$25000 - $37499,NA,less1,1~3,4~8,1~3,never,1,1,1,0,1,0
Home,Alone,Sunny,80,6PM,BCA2,Carry out & Take away,2h,Female,21,Married partner,1,Some college; no degree,Sales & Related,$25000 - $37499,NA,less1,1~3,4~8,1~3,never,1,1,0,1,0,0
Home,Alone,Sunny,30,6PM,BAC1,Carry out & Take away,1d,Female,21,Married partner,1,Some college; no degree,Sales & Related,$25000 - $37499,NA,less1,1~3,4~8,1~3,never,1,0,0,0,1,1
Home,Alone,Rainy,55,10PM,BCA1,Coffee House,2h,Female,21,Married partner,1,Some college; no degree,Sales & Related,$25000 - $37499,NA,less1,1~3,4~8,1~3,never,1,0,0,1,0,0
Home,Alone,Snowy,30,10PM,BAC2,Coffee House,2h,Female,21,Married partner,1,Some college; no degree,Sales & Related,$25000 - $37499,NA,less1,1~3,4~8,1~3,never,1,1,0,0,1,0
Home,Alone,Sunny,80,6PM,BCA1,Restaurant(20-50),1d,Female,21,Married partner,1,Some college; no degree,Sales & Related,$25000 - $37499,NA,less1,1~3,4~8,1~3,never,1,0,0,1,0,0
Work,Alone,Rainy,55,7AM,BAC1,Carry out & Take away,1d,Female,21,Married partner,1,Some college; no degree,Sales & Related,$25000 - $37499,NA,less1,1~3,4~8,1~3,never,1,0,0,0,1,1
Work,Alone,Snowy,30,7AM,BCA1,Coffee House,1d,Female,21,Married partner,1,Some college; no degree,Sales & Related,$25000 - $37499,NA,less1,1~3,4~8,1~3,never,1,0,0,1,0,1
Work,Alone,Snowy,30,7AM,CBA2,Bar,1d,Female,21,Married partner,1,Some college; no degree,Sales & Related,$25000 - $37499,NA,less1,1~3,4~8,1~3,never,1,1,1,0,1,0
Work,Alone,Sunny,80,7AM,BCA1,Restaurant(20-50),2h,Female,21,Married partner,1,Some college; no degree,Sales & Related,$25000 - $37499,NA,less1,1~3,4~8,1~3,never,1,0,0,1,0,0
No Urgent Place,Friend(s),Sunny,80,6PM,NAC1,Restaurant(<20),2h,Male,26,Single,0,Some college; no degree,Unemployed,$100000 or More,NA,1~3,never,4~8,1~3,less1,1,0,0,0,1,1
